Region_name,District,HR_info_district_name,REGN_NO,DIST_NO,Sector,Activity_type,Organisation,Activity,Start_date,End_date
Bari,Alula,Caluula,16,1601,Peace and Security,Democratisation Programme Ð Puntland Elections,Interpeace,An EU-funded programme with the overall objective of consolidating peace throughout the Somali Region through the strengthening of the democratisation processes in Puntland.,04-01-2013,10-01-2015
Bari,Bender Beila,Bandarbayla,16,1602,Peace and Security,Democratisation Programme Ð Puntland Elections,Interpeace,An EU-funded programme with the overall objective of consolidating peace throughout the Somali Region through the strengthening of the democratisation processes in Puntland.,04-01-2013,10-01-2015
Bari,Bossaso,Bossaso,16,1603,Peace and Security,Democratisation Programme Ð Puntland Elections,Interpeace,An EU-funded programme with the overall objective of consolidating peace throughout the Somali Region through the strengthening of the democratisation processes in Puntland.,04-01-2013,10-01-2015
Nugaal,Burtinle,Burtinle,17,1701,Peace and Security,Democratisation Programme Ð Puntland Elections,Interpeace,An EU-funded programme with the overall objective of consolidating peace throughout the Somali Region through the strengthening of the democratisation processes in Puntland.,04-01-2013,10-01-2015
Bari,Dangorayo,,,,Peace and Security,Democratisation Programme Ð Puntland Elections,Interpeace,An EU-funded programme with the overall objective of consolidating peace throughout the Somali Region through the strengthening of the democratisation processes in Puntland.,04-01-2013,10-01-2015
Nugaal,Eyl,Eyl,17,1702,Peace and Security,Democratisation Programme Ð Puntland Elections,Interpeace,An EU-funded programme with the overall objective of consolidating peace throughout the Somali Region through the strengthening of the democratisation processes in Puntland.,04-01-2013,10-01-2015
Bari,Qardho,Qardho,16,1604,Peace and Security,Democratisation Programme Ð Puntland Elections,Interpeace,An EU-funded programme with the overall objective of consolidating peace throughout the Somali Region through the strengthening of the democratisation processes in Puntland.,04-01-2013,10-01-2015
Nugaal,Garowe,Garowe,17,1703,Peace and Security,Democratisation Programme Ð Puntland Elections,Interpeace,An EU-funded programme with the overall objective of consolidating peace throughout the Somali Region through the strengthening of the democratisation processes in Puntland.,04-01-2013,10-01-2015
Bari,Iskushuban,Iskushuban,16,1605,Peace and Security,Democratisation Programme Ð Puntland Elections,Interpeace,An EU-funded programme with the overall objective of consolidating peace throughout the Somali Region through the strengthening of the democratisation processes in Puntland.,04-01-2013,10-01-2015
,Kandala,Qandala,16,1605,Peace and Security,Democratisation Programme Ð Puntland Elections,Interpeace,An EU-funded programme with the overall objective of consolidating peace throughout the Somali Region through the strengthening of the democratisation processes in Puntland.,04-01-2013,10-01-2015
Awdal,Baki,Baki,11,1101,Peace and Security,"Promoting Youth Empowerment through and participation in Democratic Governance for Peace, Stability",Interpeace,The overall objective of the project is to empower Somaliland youth to engage more effectively in and contribute positively to peace and state building processes.,09-01-2012,08-01-2015
Woqooyi Galbeed,Berbera,Berbera,12,1201,Peace and Security,"Promoting Youth Empowerment through and participation in Democratic Governance for Peace, Stability",Interpeace,The overall objective of the project is to empower Somaliland youth to engage more effectively in and contribute positively to peace and state building processes.,09-01-2012,08-01-2015
Awdal,Borama,Borama,11,1102,Peace and Security,"Promoting Youth Empowerment through and participation in Democratic Governance for Peace, Stability",Interpeace,The overall objective of the project is to empower Somaliland youth to engage more effectively in and contribute positively to peace and state building processes.,09-01-2012,08-01-2015
Togdheer,Buhoodle,Buuhoodle,13,1301,Peace and Security,"Promoting Youth Empowerment through and participation in Democratic Governance for Peace, Stability",Interpeace,The overall objective of the project is to empower Somaliland youth to engage more effectively in and contribute positively to peace and state building processes.,09-01-2012,08-01-2015
Togdheer,Burao,Burco,13,1302,Peace and Security,"Promoting Youth Empowerment through and participation in Democratic Governance for Peace, Stability",Interpeace,The overall objective of the project is to empower Somaliland youth to engage more effectively in and contribute positively to peace and state building processes.,09-01-2012,08-01-2015
Sool,Aynabo,Caynabo,14,1401,Peace and Security,"Promoting Youth Empowerment through and participation in Democratic Governance for Peace, Stability",Interpeace,The overall objective of the project is to empower Somaliland youth to engage more effectively in and contribute positively to peace and state building processes.,09-01-2012,08-01-2015
Sannag,El Afweyn,Ceel Afweyn,15,1501,Peace and Security,"Promoting Youth Empowerment through and participation in Democratic Governance for Peace, Stability",Interpeace,The overall objective of the project is to empower Somaliland youth to engage more effectively in and contribute positively to peace and state building processes.,09-01-2012,08-01-2015
Sannag,Erigavo,Ceerigaabo,15,1502,Peace and Security,"Promoting Youth Empowerment through and participation in Democratic Governance for Peace, Stability",Interpeace,The overall objective of the project is to empower Somaliland youth to engage more effectively in and contribute positively to peace and state building processes.,09-01-2012,08-01-2015
Woqooyi Galbeed,Gabiley,Gabiley,12,1202,Peace and Security,"Promoting Youth Empowerment through and participation in Democratic Governance for Peace, Stability",Interpeace,The overall objective of the project is to empower Somaliland youth to engage more effectively in and contribute positively to peace and state building processes.,09-01-2012,08-01-2015
